unitid,name,city,state,level,control,Undergraduate Program,Graduate Program,Enrollment Profile,Undergraduate Profile,Size & Setting,Basic,Community Engagement,"133 results for  Basic = 'Doctoral Universities: High Research Activity'"
163338,"University of Maryland Eastern Shore","Princess Anne","MD","Four or more years","Public","Professions plus arts & sciences some graduate coexistence","Research Doctoral STEM-dominant","High undergraduate","Four-year full-time inclusive lower transfer-in","Four-year small highly residential","Doctoral Universities High Research Activity","Not Classified"
166638,"University of Massachusetts-Boston","Boston","MA","Four or more years","Public","Balanced arts & sciences/professions some graduate coexistence","Research Doctoral Professional-dominant","High undergraduate","Four-year full-time selective higher transfer-in","Four-year large primarily nonresidential","Doctoral Universities High Research Activity","Classified"
167987,"University of Massachusetts-Dartmouth","North Dartmouth","MA","Four or more years","Public","Balanced arts & sciences/professions some graduate coexistence","Research Doctoral STEM-dominant","High undergraduate","Four-year full-time selective higher transfer-in","Four-year medium highly residential","Doctoral Universities High Research Activity","Classified"
166513,"University of Massachusetts-Lowell","Lowell","MA","Four or more years","Public","Balanced arts & sciences/professions, high graduate coexistence","Research Doctoral STEM-dominant","High undergraduate","Four-year medium full-time higher transfer-in higher transfer-in","Four-year large primarily residential","Doctoral Universities High Research Activity","Classified"
178402,"University of Missouri-Kansas City","Kansas City","MO","Four or more years","Public","Balanced arts & sciences/professions, high graduate coexistence","Research Doctoral Professional-dominant","Majority undergraduate","Four-year full-time selective higher transfer-in","Four-year medium primarily nonresidential","Doctoral Universities High Research Activity","Classified"
178420,"University of Missouri-St Louis","Saint Louis","MO","Four or more years","Public","Balanced arts & sciences/professions, high graduate coexistence","Research Doctoral Professional-dominant","High undergraduate","Four-year medium full-time higher transfer-in higher transfer-in","Four-year medium primarily nonresidential","Doctoral Universities High Research Activity","Classified"
181394,"University of Nebraska at Omaha","Omaha","NE","Four or more years","Public","Balanced arts & sciences/professions some graduate coexistence","Research Doctoral Professional-dominant","High undergraduate","Four-year full-time inclusive higher transfer-in","Four-year large primarily nonresidential","Doctoral Universities High Research Activity","Classified"
161457,"University of New England","Biddeford","ME","Four or more years","Private not-for-profit","Professions plus arts & sciences some graduate coexistence","Research Doctoral Single program Education","Majority graduate","Four-year full-time inclusive lower transfer-in","Four-year medium highly residential","Doctoral Universities High Research Activity","Not Classified"
159939,"University of New Orleans","New Orleans","LA","Four or more years","Public","Balanced arts & sciences/professions, high graduate coexistence","Research Doctoral Professional-dominant","High undergraduate","Four-year full-time inclusive higher transfer-in","Four-year medium primarily residential","Doctoral Universities High Research Activity","Not Classified"
199139,"University of North Carolina at Charlotte","Charlotte","NC","Four or more years","Public","Balanced arts & sciences/professions, high graduate coexistence","Research Doctoral STEM-dominant","High undergraduate","Four-year full-time selective higher transfer-in","Four-year large primarily residential","Doctoral Universities High Research Activity","Classified"
199148,"University of North Carolina at Greensboro","Greensboro","NC","Four or more years","Public","Balanced arts & sciences/professions, high graduate coexistence","Research Doctoral Comprehensive programs no medical/veterinary school","High undergraduate","Four-year full-time inclusive higher transfer-in","Four-year large primarily residential","Doctoral Universities High Research Activity","Classified"
199218,"University of North Carolina Wilmington","Wilmington","NC","Four or more years","Public","Balanced arts & sciences/professions some graduate coexistence","Research Doctoral Professional-dominant","High undergraduate","Four-year full-time more selective higher transfer-in","Four-year large primarily residential","Doctoral Universities High Research Activity","Classified"
200280,"University of North Dakota","Grand Forks","ND","Four or more years","Public","Professions plus arts & sciences high graduate coexistence","Research Doctoral Comprehensive programs with medical/veterinary school","High undergraduate","Four-year medium full-time higher transfer-in higher transfer-in","Four-year large primarily residential","Doctoral Universities High Research Activity","Not Classified"
136172,"University of North Florida","Jacksonville","FL","Four or more years","Public","Balanced arts & sciences/professions some graduate coexistence","Research Doctoral Single program Education","High undergraduate","Four-year medium full-time higher transfer-in higher transfer-in","Four-year large primarily nonresidential","Doctoral Universities High Research Activity","Classified"
243221,"University of Puerto Rico-Rio Piedras","San Juan","PR","Four or more years","Public","Balanced arts & sciences/professions some graduate coexistence","Research Doctoral Comprehensive programs no medical/veterinary school","High undergraduate","Four-year full-time more selective lower transfer-in","Four-year large primarily nonresidential","Doctoral Universities High Research Activity","Not Classified"
217484,"University of Rhode Island","Kingston","RI","Four or more years","Public","Balanced arts & sciences/professions some graduate coexistence","Research Doctoral Comprehensive programs no medical/veterinary school","High undergraduate","Four-year full-time selective lower transfer-in","Four-year large primarily residential","Doctoral Universities High Research Activity","Not Classified"
122436,"University of San Diego","San Diego","CA","Four or more years","Private not-for-profit","Balanced arts & sciences/professions some graduate coexistence","Research Doctoral Professional-dominant","Majority undergraduate","Four-year full-time selective higher transfer-in","Four-year medium primarily residential","Doctoral Universities High Research Activity","Classified"
102094,"University of South Alabama","Mobile","AL","Four or more years","Public","Professions plus arts & sciences some graduate coexistence","Research Doctoral Professional-dominant","Majority undergraduate","Four-year full-time selective higher transfer-in","Four-year large primarily residential","Doctoral Universities High Research Activity","Not Classified"
219471,"University of South Dakota","Vermillion","SD","Four or more years","Public","Professions plus arts & sciences high graduate coexistence","Research Doctoral Comprehensive programs with medical/veterinary school","High undergraduate","Four-year full-time selective lower transfer-in","Four-year medium primarily residential","Doctoral Universities High Research Activity","Not Classified"
206084,"University of Toledo","Toledo","OH","Four or more years","Public","Professions plus arts & sciences high graduate coexistence","Research Doctoral Comprehensive programs with medical/veterinary school","High undergraduate","Four-year full-time selective lower transfer-in","Four-year large primarily residential","Doctoral Universities High Research Activity","Classified"
207971,"University of Tulsa","Tulsa","OK","Four or more years","Private not-for-profit","Balanced arts & sciences/professions some graduate coexistence","Research Doctoral Comprehensive programs no medical/veterinary school","High undergraduate","Four-year full-time selective lower transfer-in","Four-year medium highly residential","Doctoral Universities High Research Activity","Not Classified"
231174,"University of Vermont","Burlington","VT","Four or more years","Public","Balanced arts & sciences/professions some graduate coexistence","Research Doctoral STEM-dominant","High undergraduate","Four-year full-time more selective lower transfer-in","Four-year large highly residential","Doctoral Universities High Research Activity","Classified"
240727,"University of Wyoming","Laramie","WY","Four or more years","Public","Professions plus arts & sciences high graduate coexistence","Research Doctoral STEM-dominant","High undergraduate","Four-year full-time selective higher transfer-in","Four-year large primarily residential","Doctoral Universities High Research Activity","Not Classified"
216597,"Villanova University","Villanova","PA","Four or more years","Private not-for-profit","Balanced arts & sciences/professions, high graduate coexistence","Research Doctoral STEM-dominant","High undergraduate","Four-year full-time more selective lower transfer-in","Four-year medium highly residential","Doctoral Universities High Research Activity","Classified"
199847,"Wake Forest University","Winston-Salem","NC","Four or more years","Private not-for-profit","Arts & sciences plus professions some graduate coexistence","Research Doctoral STEM-dominant","Majority undergraduate","Four-year full-time more selective lower transfer-in","Four-year medium highly residential","Doctoral Universities High Research Activity","Classified"
216764,"West Chester University of Pennsylvania","West Chester","PA","Four or more years","Public","Professions plus arts & sciences high graduate coexistence","Research Doctoral Professional-dominant","High undergraduate","Four-year full-time selective higher transfer-in","Four-year large primarily residential","Doctoral Universities High Research Activity","Classified"
172699,"Western Michigan University","Kalamazoo","MI","Four or more years","Public","Professions plus arts & sciences high graduate coexistence","Research Doctoral Comprehensive programs no medical/veterinary school","High undergraduate","Four-year full-time selective higher transfer-in","Four-year large primarily residential","Doctoral Universities High Research Activity","Classified"
156125,"Wichita State University","Wichita","KS","Four or more years","Public","Professions plus arts & sciences high graduate coexistence","Research Doctoral STEM-dominant","High undergraduate","Four-year medium full-time higher transfer-in higher transfer-in","Four-year large primarily nonresidential","Doctoral Universities High Research Activity","Not Classified"
231624,"William & Mary","Williamsburg","VA","Four or more years","Public","Arts & sciences focus some graduate coexistence","Research Doctoral Comprehensive programs no medical/veterinary school","High undergraduate","Four-year full-time more selective lower transfer-in","Four-year medium highly residential","Doctoral Universities High Research Activity","Classified"
168421,"Worcester Polytechnic Institute","Worcester","MA","Four or more years","Private not-for-profit","Professions plus arts & sciences high graduate coexistence","Research Doctoral STEM-dominant","High undergraduate","Four-year full-time selective lower transfer-in","Four-year medium primarily residential","Doctoral Universities High Research Activity","Not Classified"
206604,"Wright State University-Main Campus","Dayton","OH","Four or more years","Public","Professions plus arts & sciences some graduate coexistence","Research Doctoral STEM-dominant","High undergraduate","Four-year full-time inclusive higher transfer-in","Four-year medium primarily residential","Doctoral Universities High Research Activity","Classified"
