unitid,name,city,state,level,control,Undergraduate Program,Graduate Program,Enrollment Profile,Undergraduate Profile,Size & Setting,Basic,Community Engagement,"133 results for  Basic = 'Doctoral Universities: High Research Activity'"
228875,"Texas Christian University","Fort Worth","TX","Four or more years","Private not-for-profit","Professions plus arts & sciences some graduate coexistence","Research Doctoral Comprehensive programs no medical/veterinary school","High undergraduate","Four-year full-time more selective lower transfer-in","Four-year large highly residential","Doctoral Universities High Research Activity","Not Classified"
229063,"Texas Southern University","Houston","TX","Four or more years","Public","Professions plus arts & sciences some graduate coexistence","Research Doctoral Professional-dominant","High undergraduate","Four-year medium full-time lower transfer-in higher transfer-in","Four-year medium primarily residential","Doctoral Universities High Research Activity","Not Classified"
228459,"Texas State University","San Marcos","TX","Four or more years","Public","Balanced arts & sciences/professions, high graduate coexistence","Research Doctoral Professional-dominant","High undergraduate","Four-year medium full-time higher transfer-in higher transfer-in","Four-year large primarily nonresidential","Doctoral Universities High Research Activity","Not Classified"
131283,"The Catholic University of America","Washington","DC","Four or more years","Private not-for-profit","Balanced arts & sciences/professions, high graduate coexistence","Research Doctoral Comprehensive programs no medical/veterinary school","Majority undergraduate","Four-year full-time inclusive lower transfer-in","Four-year medium highly residential","Doctoral Universities High Research Activity","Not Classified"
193654,"The New School","New York","NY","Four or more years","Private not-for-profit","Balanced arts & sciences/professions, high graduate coexistence","Research Doctoral Comprehensive programs no medical/veterinary school","Majority undergraduate","Four-year full-time more selective higher transfer-in","Four-year medium primarily residential","Doctoral Universities High Research Activity","Not Classified"
228802,"The University of Texas at Tyler","Tyler","TX","Four or more years","Public","Professions plus arts & sciences high graduate coexistence","Research Doctoral Professional-dominant","High undergraduate","Four-year medium full-time higher transfer-in higher transfer-in","Four-year medium primarily residential","Doctoral Universities High Research Activity","Not Classified"
227368,"The University of Texas Rio Grande Valley","Edinburg","TX","Four or more years","Public","Balanced arts & sciences/professions, high graduate coexistence","Research Doctoral Professional-dominant","High undergraduate","Four-year medium full-time lower transfer-in higher transfer-in","Four-year large primarily nonresidential","Doctoral Universities High Research Activity","Classified"
216366,"Thomas Jefferson University","Philadelphia","PA","Four or more years","Private not-for-profit","Professions focus some graduate coexistence","Research Doctoral Single program Other","Majority undergraduate","Four-year full-time selective higher transfer-in","Four-year medium highly residential","Doctoral Universities High Research Activity","Not Classified"
200800,"University of Akron Main Campus","Akron","OH","Four or more years","Public","Professions plus arts & sciences high graduate coexistence","Research Doctoral Comprehensive programs no medical/veterinary school","High undergraduate","Four-year full-time inclusive lower transfer-in","Four-year large primarily nonresidential","Doctoral Universities High Research Activity","Classified"
102614,"University of Alaska Fairbanks","Fairbanks","AK","Four or more years","Public","Balanced arts & sciences/professions, high graduate coexistence","Research Doctoral Comprehensive programs no medical/veterinary school","High undergraduate","Four-year higher part-time","Four-year medium primarily nonresidential","Doctoral Universities High Research Activity","Not Classified"
106245,"University of Arkansas at Little Rock","Little Rock","AR","Four or more years","Public","Balanced arts & sciences/professions some graduate coexistence","Research Doctoral STEM-dominant","Majority undergraduate","Four-year medium full-time lower transfer-in higher transfer-in","Four-year medium primarily nonresidential","Doctoral Universities High Research Activity","Not Classified"
445188,"University of California-Merced","Merced","CA","Four or more years","Public","Balanced arts & sciences/professions, high graduate coexistence","Research Doctoral Comprehensive programs no medical/veterinary school","Very high undergraduate","Four-year full-time inclusive lower transfer-in","Four-year medium primarily residential","Doctoral Universities High Research Activity","Classified"
126580,"University of Colorado Colorado Springs","Colorado Springs","CO","Four or more years","Public","Balanced arts & sciences/professions some graduate coexistence","Research Doctoral STEM-dominant","High undergraduate","Four-year medium full-time lower transfer-in higher transfer-in","Four-year medium primarily nonresidential","Doctoral Universities High Research Activity","Not Classified"
202480,"University of Dayton","Dayton","OH","Four or more years","Private not-for-profit","Professions plus arts & sciences some graduate coexistence","Research Doctoral STEM-dominant","High undergraduate","Four-year full-time selective lower transfer-in","Four-year large highly residential","Doctoral Universities High Research Activity","Classified"
142285,"University of Idaho","Moscow","ID","Four or more years","Public","Professions plus arts & sciences some graduate coexistence","Research Doctoral STEM-dominant","High undergraduate","Four-year full-time selective higher transfer-in","Four-year medium primarily residential","Doctoral Universities High Research Activity","Not Classified"
